Stagione,Competizione,Turno,Girone,Data,Casa,GolCasa,GolFuori,Fuori,FPCasa,FPFuori
2025-26,champions,Semifinali Andata,,2026-04-24,RMO,3,1,AVL,82.0,69.5
2025-26,champions,Semifinali Andata,,2026-04-24,SAM,0,5,MGP,66.0,88.0
2025-26,champions,Semifinali Ritorno,,2026-05-01,AVL,1,2,RMO,71.5,74.5
2025-26,champions,Semifinali Ritorno,,2026-05-01,MGP,1,0,SAM,72.0,64.5
2025-26,champions,Finale,,2026-05-17,RMO,1,2,MGP,68.5,73.0
2025-26,champions,Finale 3/4,,2026-05-17,AVL,4,0,SAM,84.0,62.5
