Stagione,Competizione,Turno,Girone,Data,Casa,GolCasa,GolFuori,Fuori,FPCasa,FPFuori
2025-26,supercoppa-italiana,Finale,,2025-09-19,PRS,2,0,DSP,75.0,63.5
